,Book Name,Author Name,Publisher,Publish Date,Purchase Info,Page Numbers,Cover Type,Paper Type,Rate,Rating Count,Review Count,Fav Count,To-Read List Count,Price,Discount
774,Ay Işığı Sokağı,Stefan Zweig,KAPRA YAYINCILIK,28/11/2020,Bu üründen 4181 adet satın alınmıştır,72.0,Karton Kapak,,4.0,84.0,40.0,1777,141.0,13.33,Kazanacağınız Puan: 14
775,Mutluluk,Zülfü Livaneli,İNKILAP KİTABEVİ,07/12/2020,Bu üründen 1526 adet satın alınmıştır,328.0,Karton Kapak,,5.0,30.0,18.0,1446,49.0,97.4,Kazanacağınız Puan: 84
776,Bin Dokuz Yüz Seksen Dört - 1984 (Cep Boy) (Tam Metin),George Orwell,KARBON KİTAPLAR,31/12/2020,Bu üründen 6054 adet satın alınmıştır,352.0,Karton Kapak,,5.0,111.0,50.0,914,127.0,8.9,Kazanacağınız Puan: 8
777,Kuyruklu Yıldız Altında Bir İzdivaç,Hüseyin Rahmi Gürpınar,KAPRA YAYINCILIK,13/01/2021,Bu üründen 2841 adet satın alınmıştır,166.0,Karton Kapak,,5.0,54.0,22.0,1105,68.0,12.9,Kazanacağınız Puan: 14
778,Sessiz Hasta,Alex Michaelides,DOMİNGO YAYINEVİ,01/08/2023,Bu üründen 3395 adet satın alınmıştır,309.0,Karton Kapak,,5.0,154.0,102.0,2069,160.0,89.1,Kazanacağınız Puan: 92
779,Değirmen,Sabahattin Ali,KAPRA YAYINCILIK,21/04/2021,Bu üründen 2595 adet satın alınmıştır,152.0,Karton Kapak,,5.0,27.0,12.0,698,43.0,12.85,Kazanacağınız Puan: 14
780,Lizbon'a Gece Treni,Pascal Mercier,SİA KİTAP,21/03/2023,Bu üründen 2066 adet satın alınmıştır,416.0,Karton Kapak,,4.0,49.0,24.0,1104,85.0,72.0,Kazanacağınız Puan: 84
781,Cezmi,Namık Kemal,KAPRA YAYINCILIK,09/09/2021,Bu üründen 903 adet satın alınmıştır,343.0,Karton Kapak,,5.0,24.0,11.0,409,23.0,14.87,Kazanacağınız Puan: 20
782,Beyaz Kedi,Hasan Alpago,KİTAPYURDU DOĞRUDAN YAYINCILIK (KDY),16/05/2022,Bu üründen 354 adet satın alınmıştır,108.0,Karton Kapak,,5.0,1.0,1.0,22,0.0,63.0,Kazanacağınız Puan: 74
783,Çeyiz,Hatice Kübra Tongar,HAYY KİTAP,03/10/2022,Bu üründen 13494 adet satın alınmıştır,176.0,Karton Kapak,,5.0,190.0,145.0,3531,497.0,64.61,Kazanacağınız Puan: 76
784,Böyle Küçük Şeyler,Claire Keegan,JAGUAR KİTAP,13/10/2022,Bu üründen 1866 adet satın alınmıştır,88.0,Karton Kapak,,5.0,61.0,36.0,1059,89.0,45.1,Kazanacağınız Puan: 56
785,Sular Üstünde Gökler Altında,Kaan Murat Yanık,KETEBE YAYINEVİ,07/03/2023,Bu üründen 5171 adet satın alınmıştır,352.0,Karton Kapak,,5.0,153.0,101.0,2161,295.0,56.25,Kazanacağınız Puan: 68
786,Peri  Masalı,Stephen King,ALTIN KİTAPLAR,24/07/2023,Bu üründen 1402 adet satın alınmıştır,704.0,Karton Kapak,,5.0,48.0,29.0,1207,130.0,172.23,Kazanacağınız Puan: 378
787,Çarpık Yalanlar / Twisted Serisi 4. Kitap,Ana Huang,MARTI YAYINLARI,10/08/2023,Bu üründen 544 adet satın alınmıştır,,Karton Kapak,,5.0,9.0,4.0,427,27.0,95.0,Kazanacağınız Puan: 208
788,Dört Rüzgar,Kristin Hannah,PEGASUS YAYINLARI,07/11/2023,Bu üründen 77 adet satın alınmıştır,504.0,Karton Kapak,,5.0,1.0,,157,11.0,300.0,Kazanacağınız Puan: 650
789,Mavi Kuş,Mustafa Kutlu,DERGAH YAYINLARI,01/09/2017,Bu üründen 21045 adet satın alınmıştır,211.0,Karton Kapak,,5.0,1360.0,695.0,6324,576.0,104.2,Kazanacağınız Puan: 84
790,Dişi Domuz,Marie Darrieussecq,SEL YAYINCILIK,31/10/2023,Bu üründen 37 adet satın alınmıştır,112.0,Karton Kapak,,,,,52,2.0,75.63,Kazanacağınız Puan: 152
791,Müslümanca Düşünme Üzerine Denemeler,Rasim Özdenören,İZ YAYINCILIK,20/09/2023,Bu üründen 31456 adet satın alınmıştır,148.0,Karton Kapak,,5.0,1962.0,840.0,8998,,79.8,Kazanacağınız Puan: 52
792,Tehlikeli Oyunlar / Bütün Eserleri 2,Oğuz Atay,İLETİŞİM YAYINLARI,12/06/2020,Bu üründen 27783 adet satın alınmıştır,479.0,Karton Kapak,,5.0,2262.0,888.0,16823,,145.67,Kazanacağınız Puan: 134
793,Çakıcı'nın İlk Kurşunu,Sabahattin Ali,YAPI KREDİ YAYINLARI,11/03/2019,Bu üründen 13782 adet satın alınmıştır,148.0,Karton Kapak,,5.0,1456.0,631.0,5896,777.0,24.48,Kazanacağınız Puan: 20
794,Kapak Kızı,Ayfer Tunç,CAN YAYINLARI,27/09/2021,Bu üründen 12382 adet satın alınmıştır,264.0,Karton Kapak,,5.0,492.0,276.0,5729,378.0,99.0,Kazanacağınız Puan: 68
795,Kambur,Şule Gürbüz,İLETİŞİM YAYINLARI,09/02/2019,Bu üründen 6556 adet satın alınmıştır,92.0,Karton Kapak,,4.0,468.0,226.0,4144,254.0,43.19,Kazanacağınız Puan: 42
796,Son Kuşlar,Sait Faik Abasıyanık,TÜRKİYE İŞ BANKASI KÜLTÜR YAYINLARI,04/05/2021,Bu üründen 17274 adet satın alınmıştır,144.0,Karton Kapak,,5.0,1359.0,533.0,6297,750.0,35.64,Kazanacağınız Puan: 24
797,Gılgamış Destanı (Karton Kapak),Sait Maden,TÜRKİYE İŞ BANKASI KÜLTÜR YAYINLARI,23/09/2021,Bu üründen 7676 adet satın alınmıştır,176.0,Karton Kapak,,5.0,704.0,315.0,4282,454.0,21.12,Kazanacağınız Puan: 28
798,Ağaçlar,Hermann Hesse,KOLEKTİF KİTAP,18/12/2018,Bu üründen 5769 adet satın alınmıştır,104.0,Karton Kapak,,5.0,342.0,148.0,3183,236.0,57.0,Kazanacağınız Puan: 66
799,Beyaz Geceler,Fyodor Mihailoviç Dostoyevski,KAPRA YAYINCILIK,05/02/2021,Bu üründen 3070 adet satın alınmıştır,72.0,Karton Kapak,,5.0,52.0,23.0,1516,81.0,14.9,Kazanacağınız Puan: 14
800,İlk Namaz,Ömer Seyfettin,KAPRA YAYINCILIK,09/02/2021,Bu üründen 1766 adet satın alınmıştır,72.0,Karton Kapak,,5.0,32.0,14.0,541,33.0,19.04,Kazanacağınız Puan: 14
801,Aşk-ı Memnu,Halid Ziya Uşaklıgil,KAPRA YAYINCILIK,21/04/2021,Bu üründen 3611 adet satın alınmıştır,391.0,Karton Kapak,,5.0,84.0,44.0,1185,121.0,19.8,Kazanacağınız Puan: 20
802,Göktürk Kitabeleri,Anonim,KAPRA YAYINCILIK,09/06/2021,Bu üründen 2725 adet satın alınmıştır,184.0,Karton Kapak,,5.0,82.0,43.0,949,98.0,19.04,Kazanacağınız Puan: 14
803,Toz ve Hayaller Kitapçısı,Mindy Thompson,TİMAŞ GENÇ,04/10/2022,Bu üründen 1841 adet satın alınmıştır,288.0,Karton Kapak,,5.0,32.0,20.0,921,66.0,105.0,Kazanacağınız Puan: 92
804,Dedektif Vardayok Ne Var Ne Yok!,Luca  Doninelli,DOMİNGO ÇOCUK,10/11/2022,Bu üründen 348 adet satın alınmıştır,160.0,Karton Kapak,,5.0,7.0,6.0,116,11.0,52.8,Kazanacağınız Puan: 72
805,Hannah Gardiner’i Kim Öldürdü?,Cara Hunter,OLİMPOS YAYINLARI,15/03/2023,Bu üründen 839 adet satın alınmıştır,384.0,Karton Kapak,,5.0,24.0,14.0,731,35.0,75.18,Kazanacağınız Puan: 122
806,İnci,John Steinbeck,İLETİŞİM YAYINLARI,12/10/2023,Bu üründen 862 adet satın alınmıştır,92.0,Karton Kapak,,5.0,9.0,3.0,793,46.0,68.38,Kazanacağınız Puan: 136
807,Cadılar Meclisi,Harper L. Woods,PUKKA YAYINLARI,28/09/2023,Bu üründen 170 adet satın alınmıştır,312.0,Karton Kapak,,4.0,6.0,4.0,204,11.0,112.35,Kazanacağınız Puan: 232
808,Üstesinden Gelemediğimiz Şeyler,Lucy Score,MARTI YAYINLARI,01/11/2023,Bu üründen 139 adet satın alınmıştır,560.0,Karton Kapak,,5.0,2.0,2.0,131,7.0,97.5,Kazanacağınız Puan: 214
809,Bataklık,Cuniçiro Tanizaki,İTHAKİ YAYINLARI,15/11/2023,Bu üründen 24 adet satın alınmıştır,240.0,Karton Kapak,,,,,53,4.0,75.0,Kazanacağınız Puan: 150
810,Yılanı Öldürseler,Yaşar Kemal,YAPI KREDİ YAYINLARI,27/02/2020,Bu üründen 13453 adet satın alınmıştır,102.0,Karton Kapak,,5.0,1208.0,614.0,6239,507.0,54.59,Kazanacağınız Puan: 42
811,Demirciler Çarşısı Cinayeti / Akçasazın Ağaları 1,Yaşar Kemal,YAPI KREDİ YAYINLARI,08/03/2019,Bu üründen 5019 adet satın alınmıştır,572.0,Karton Kapak,,5.0,351.0,157.0,3642,304.0,95.7,Kazanacağınız Puan: 110
812,Hay Bin Yakzan,"İbn Tufeyl,  

 İbni Sina",YAPI KREDİ YAYINLARI,29/11/2019,Bu üründen 16364 adet satın alınmıştır,168.0,Karton Kapak,,5.0,1024.0,435.0,5790,663.0,44.94,Kazanacağınız Puan: 30
813,Sabır Taşı,Atiq Rahimi,CAN YAYINLARI,03/11/2023,Bu üründen 612 adet satın alınmıştır,104.0,Karton Kapak,,5.0,73.0,34.0,513,39.0,43.88,Kazanacağınız Puan: 20
814,Az,Hakan Günday,DOĞAN KİTAP,09/05/2014,Bu üründen 10018 adet satın alınmıştır,360.0,Karton Kapak,,5.0,915.0,644.0,8277,462.0,103.11,Kazanacağınız Puan: 132
815,Varolmanın Dayanılmaz Hafifliği,Milan Kundera,CAN YAYINLARI,09/05/2019,Bu üründen 13472 adet satın alınmıştır,336.0,Karton Kapak,,4.0,867.0,354.0,8343,811.0,132.0,Kazanacağınız Puan: 102
816,Benden Vazgeçme Ya Rab,Mehmet  Yıldız,HAYY KİTAP,08/03/2022,Bu üründen 18438 adet satın alınmıştır,176.0,Karton Kapak,,4.0,1146.0,403.0,4373,590.0,89.0,Kazanacağınız Puan: 50
817,Benim Küçük Dostlarım,Halide Nusret Zorlutuna,PANAMA YAYINCILIK,01/07/2021,Bu üründen 4368 adet satın alınmıştır,160.0,Karton Kapak,,5.0,128.0,56.0,585,56.0,42.5,Kazanacağınız Puan: 50
818,Ziya Gökalp Seti (3 Kitap),Ziya Gökalp,KARBON KİTAPLAR,20/04/2019,Bu üründen 11370 adet satın alınmıştır,386.0,Karton Kapak,,5.0,699.0,347.0,2644,411.0,77.85,Kazanacağınız Puan: 56
819,Bilinmeyen Bir Kadının Mektubu (Cep Boy) (Tam Metin),Stefan Zweig,KARBON KİTAPLAR,14/05/2019,Bu üründen 5838 adet satın alınmıştır,125.0,Karton Kapak,,5.0,189.0,93.0,1425,117.0,8.9,Kazanacağınız Puan: 8
820,Kuyucaklı Yusuf (Cep Boy) (Tam Metin),Sabahattin Ali,KARBON KİTAPLAR,14/05/2019,Bu üründen 13502 adet satın alınmıştır,293.0,Karton Kapak,,5.0,419.0,205.0,1777,234.0,8.9,Kazanacağınız Puan: 8
821,Kürk Mantolu Madonna (Cep Boy) (Tam Metin),Sabahattin Ali,KARBON KİTAPLAR,14/05/2019,Bu üründen 14695 adet satın alınmıştır,212.0,Karton Kapak,,5.0,461.0,238.0,2188,213.0,8.9,Kazanacağınız Puan: 8
822,Öteki (Cep Boy) (Tam Metin),Fyodor Mihailoviç Dostoyevski,KARBON KİTAPLAR,24/05/2019,Bu üründen 7816 adet satın alınmıştır,191.0,Karton Kapak,,5.0,285.0,122.0,1671,203.0,8.9,Kazanacağınız Puan: 8
823,Kabuk,Zeynep Kaçar,DOĞAN KİTAP,19/07/2019,Bu üründen 1478 adet satın alınmıştır,184.0,Karton Kapak,,4.0,88.0,53.0,840,40.0,68.25,Kazanacağınız Puan: 96
824,Kızılderili Masalları (Cep Boy) (Tam Metin),,KARBON KİTAPLAR,14/08/2020,Bu üründen 3696 adet satın alınmıştır,256.0,Karton Kapak,,5.0,113.0,50.0,754,111.0,8.9,Kazanacağınız Puan: 8
825,Sevme Sanatı / Bir Eylem Olarak Sevmek (Modern Kapak),Erich Fromm,SAY YAYINLARI,18/10/2023,Bu üründen 8567 adet satın alınmıştır,200.0,Karton Kapak,,5.0,185.0,81.0,5088,260.0,90.0,Kazanacağınız Puan: 44
826,Martı,Anton Çehov,KAPRA YAYINCILIK,28/11/2020,Bu üründen 7028 adet satın alınmıştır,76.0,Karton Kapak,,5.0,153.0,61.0,2454,206.0,14.9,Kazanacağınız Puan: 14
827,Hayvan Çiftliği (Cep Boy) (Tam Metin),George Orwell,KARBON KİTAPLAR,01/01/2021,Bu üründen 5513 adet satın alınmıştır,112.0,Karton Kapak,,5.0,87.0,50.0,1022,91.0,8.9,Kazanacağınız Puan: 8
828,Böğürtlen,Mehmed Rauf,KAPRA YAYINCILIK,13/01/2021,Bu üründen 3163 adet satın alınmıştır,87.0,Karton Kapak,,5.0,99.0,53.0,1267,129.0,9.9,Kazanacağınız Puan: 14
829,Görünmez Adam,Herbert George Wells,KAPRA YAYINCILIK,13/01/2021,Bu üründen 2542 adet satın alınmıştır,184.0,Karton Kapak,,5.0,82.0,38.0,718,68.0,12.9,Kazanacağınız Puan: 14
830,Altıncı Koğuş,Anton Çehov,KAPRA YAYINCILIK,12/02/2021,Bu üründen 2849 adet satın alınmıştır,78.0,Karton Kapak,,5.0,51.0,28.0,1104,60.0,14.9,Kazanacağınız Puan: 14
831,Gelecek Ekspresi  Çöp Dünya,Özgür Balpınar,TİMAŞ İLK GENÇ,11/08/2023,Bu üründen 4397 adet satın alınmıştır,112.0,Karton Kapak,,5.0,87.0,40.0,607,88.0,42.5,Kazanacağınız Puan: 42
832,"Dorian Gray'in Portresi (Ciltli, İplik Dikişli)",Oscar Wilde,KAPRA YAYINCILIK,26/07/2022,Bu üründen 2210 adet satın alınmıştır,264.0,Ciltli,,5.0,42.0,22.0,1781,75.0,29.9,Kazanacağınız Puan: 40
833,"Diriliş (2 Cilt Takım) (Ciltli, İplik Dikişli)",Lev N. Tolstoy,KAPRA YAYINCILIK,26/07/2022,Bu üründen 2103 adet satın alınmıştır,544.0,Ciltli,,5.0,35.0,20.0,1764,87.0,59.8,Kazanacağınız Puan: 80
834,Mermer Adam,Jean Christophe Grange,DOĞAN KİTAP,17/08/2022,Bu üründen 5471 adet satın alınmıştır,608.0,Karton Kapak,,5.0,137.0,83.0,2750,323.0,168.35,Kazanacağınız Puan: 200
835,Öze Dönüş,Eray Hacıosmanoğlu,HAYY KİTAP,29/08/2022,Bu üründen 2161 adet satın alınmıştır,296.0,Karton Kapak,,5.0,18.0,7.0,726,50.0,77.1,Kazanacağınız Puan: 82
836,Senden Bir Tane Daha Yok,Miraç Çağrı Aktaş,İNDİGO KİTAP,06/12/2022,Bu üründen 1620 adet satın alınmıştır,200.0,Karton Kapak,,5.0,27.0,18.0,1163,90.0,81.1,Kazanacağınız Puan: 96
837,"Açlık (Ciltli, İplik Dikişli)",Knut Hamsun,KAPRA YAYINCILIK,12/01/2023,Bu üründen 1659 adet satın alınmıştır,192.0,Ciltli,,5.0,29.0,17.0,1091,59.0,29.9,Kazanacağınız Puan: 44
838,Pal Sokağı Çocukları,Ferenc Molnar,CAN ÇOCUK YAYINLARI,26/10/2023,Bu üründen 304 adet satın alınmıştır,240.0,Karton Kapak,,4.0,2.0,2.0,231,11.0,33.0,Kazanacağınız Puan: 58
839,Yalnızız,Peyami Safa,ÖTÜKEN NEŞRİYAT,15/03/2023,Bu üründen 360 adet satın alınmıştır,413.0,Karton Kapak,,5.0,6.0,5.0,434,27.0,124.41,Kazanacağınız Puan: 180
840,Kayıp Balina,Hannah Gold,TİMAŞ GENÇ,08/05/2023,Bu üründen 1010 adet satın alınmıştır,256.0,Karton Kapak,,5.0,19.0,8.0,513,33.0,79.2,Kazanacağınız Puan: 128
841,Bulantı,Jean Paul Sartre,CAN YAYINLARI,08/08/2023,Bu üründen 223 adet satın alınmıştır,264.0,Karton Kapak,,4.0,6.0,,325,13.0,87.75,Kazanacağınız Puan: 176
842,Gümüş Gözler (Çizgi Roman),"Scott Cawthon,  

 Kira  Breed,  

 Claudia Schroder",OLİMPOS YAYINLARI,23/08/2023,Bu üründen 198 adet satın alınmıştır,192.0,Karton Kapak,,4.0,6.0,2.0,101,18.0,84.5,Kazanacağınız Puan: 212
843,Hasılı,Erhan Keklik,NESİL YAYINLARI,11/09/2023,Bu üründen 496 adet satın alınmıştır,128.0,Karton Kapak,,5.0,7.0,6.0,182,29.0,51.6,Kazanacağınız Puan: 104
844,Ingeborg’un Tollak’ı,Tore  Renberg,TİMAŞ YAYINLARI,10/10/2023,Bu üründen 97 adet satın alınmıştır,208.0,Karton Kapak,,,,,88,8.0,98.1,Kazanacağınız Puan: 200
845,İnsan Mahkemesi,Cho Kwanghee,SALTOKUR,06/10/2023,Bu üründen 125 adet satın alınmıştır,156.0,Karton Kapak,,5.0,4.0,1.0,168,14.0,72.0,Kazanacağınız Puan: 144
846,Ateşle Oynayanlar,Gamze Cizreli,ALFA YAYINLARI,03/11/2023,Bu üründen 147 adet satın alınmıştır,272.0,Karton Kapak,,5.0,1.0,,48,6.0,92.88,Kazanacağınız Puan: 202
847,Kintsugi  Değerli Yaralar,Ayşe Sevim,ŞULE YAYINLARI,11/10/2023,Bu üründen 338 adet satın alınmıştır,165.0,Karton Kapak,,5.0,3.0,2.0,80,18.0,61.75,Kazanacağınız Puan: 124
848,İstila 2030,Tuncer Gizem Avcısı,YEDİVEREN YAYINLARI,27/10/2023,Bu üründen 188 adet satın alınmıştır,272.0,Karton Kapak,,5.0,6.0,5.0,169,30.0,104.05,Kazanacağınız Puan: 220
849,Direnişin Melankolisi,Laszlo Krasznahorkai,CAN YAYINLARI,07/11/2023,Bu üründen 38 adet satın alınmıştır,376.0,Karton Kapak,,,,,89,5.0,143.0,Kazanacağınız Puan: 286
850,İnsanlığımı Yitirirken,Osamu Dazai,KAPRA YAYINCILIK,18/11/2023,Bu üründen 71 adet satın alınmıştır,120.0,Karton Kapak,,,,,22,1.0,9.9,Kazanacağınız Puan: 30
851,Noelde Cinayet,Agatha Christie,ALTIN KİTAPLAR,24/10/2023,Bu üründen 2173 adet satın alınmıştır,176.0,Karton Kapak,,5.0,210.0,135.0,1779,98.0,57.2,Kazanacağınız Puan: 54
852,Acı Kahve,Agatha Christie,ALTIN KİTAPLAR,23/02/2023,Bu üründen 5438 adet satın alınmıştır,152.0,Karton Kapak,,5.0,507.0,290.0,3040,216.0,46.9,Kazanacağınız Puan: 46
853,Kızıl Nehirler,Jean Christophe Grange,DOĞAN KİTAP,27/01/2016,Bu üründen 8557 adet satın alınmıştır,328.0,Karton Kapak,,5.0,1070.0,940.0,5911,444.0,121.68,Kazanacağınız Puan: 162
854,Bütün Şiirleri / Orhan Veli Kanık,Orhan Veli Kanık,YAPI KREDİ YAYINLARI,06/03/2023,Bu üründen 19702 adet satın alınmıştır,247.0,Karton Kapak,,5.0,1351.0,696.0,7015,509.0,24.3,Kazanacağınız Puan: 26
855,Filler Sultanı ile Kırmızı Sakallı Topal Karınca,Yaşar Kemal,YAPI KREDİ YAYINLARI,13/07/2022,Bu üründen 11815 adet satın alınmıştır,208.0,Karton Kapak,,5.0,802.0,379.0,4229,429.0,145.2,Kazanacağınız Puan: 86
856,Ateşten Gömlek,Halide Edib Adıvar,CAN YAYINLARI,28/06/2019,Bu üründen 22985 adet satın alınmıştır,224.0,Karton Kapak,,5.0,1478.0,616.0,9930,988.0,87.78,Kazanacağınız Puan: 78
857,Kıyamet Elçileri,Alein Kentigerna,PANAMA YAYINCILIK,04/11/2023,Bu üründen 62 adet satın alınmıştır,228.0,Karton Kapak,,4.0,11.0,6.0,131,5.0,55.0,Kazanacağınız Puan: 16
858,Olasılıksız,Adam Fawer,APRIL YAYINCILIK,07/09/2023,Bu üründen 32031 adet satın alınmıştır,496.0,Karton Kapak,,5.0,4947.0,4368.0,19971,,112.8,Kazanacağınız Puan: 144
859,Kara Kitap,Orhan Pamuk,YAPI KREDİ YAYINLARI,24/06/2019,Bu üründen 12400 adet satın alınmıştır,476.0,Karton Kapak,,4.0,920.0,386.0,6955,725.0,82.5,Kazanacağınız Puan: 82
860,Aziz Bey Hadisesi,Ayfer Tunç,CAN YAYINLARI,27/02/2019,Bu üründen 8398 adet satın alınmıştır,88.0,Karton Kapak,,5.0,755.0,442.0,3133,277.0,50.7,Kazanacağınız Puan: 22
861,İtiraflarım,Lev N. Tolstoy,KARBON KİTAPLAR,26/01/2017,Bu üründen 28406 adet satın alınmıştır,84.0,Karton Kapak,,5.0,2126.0,930.0,8173,,31.45,Kazanacağınız Puan: 34
862,Anayurt Oteli,Yusuf Atılgan,CAN YAYINLARI,13/06/2022,Bu üründen 24547 adet satın alınmıştır,128.0,Karton Kapak,,4.0,1589.0,715.0,10671,996.0,45.9,Kazanacağınız Puan: 30
863,Düşler Atlası,Özgür Balpınar,TİMAŞ GENÇ,08/03/2022,Bu üründen 5662 adet satın alınmıştır,160.0,Karton Kapak,,5.0,172.0,69.0,982,131.0,62.2,Kazanacağınız Puan: 62
864,Babalar ve Oğullar (Cep Boy) (Tam Metin),Ivan Sergeyeviç Turgenyev,KARBON KİTAPLAR,24/05/2019,Bu üründen 9355 adet satın alınmıştır,304.0,Karton Kapak,,5.0,303.0,129.0,1742,250.0,8.9,Kazanacağınız Puan: 8
865,Talebe,Tara Westover,DOMİNGO YAYINEVİ,03/09/2020,Bu üründen 8469 adet satın alınmıştır,384.0,Karton Kapak,,5.0,419.0,188.0,4008,595.0,89.1,Kazanacağınız Puan: 90
866,Dede Korkut Hikayeleri (Cep Boy) (Tam Metin),Anonim,KARBON KİTAPLAR,20/08/2020,Bu üründen 3954 adet satın alınmıştır,264.0,Karton Kapak,,5.0,81.0,34.0,718,88.0,8.9,Kazanacağınız Puan: 8
867,Seneler,Annie Ernaux,CAN YAYINLARI,02/01/2021,Bu üründen 4055 adet satın alınmıştır,232.0,Karton Kapak,,5.0,107.0,40.0,2521,154.0,87.75,Kazanacağınız Puan: 80
868,Madam Bovary,Gustave Flaubert,KAPRA YAYINCILIK,13/01/2021,Bu üründen 4754 adet satın alınmıştır,389.0,Karton Kapak,,5.0,139.0,67.0,1872,180.0,19.8,Kazanacağınız Puan: 20
869,Taaşşuk-ı Talat ve Fitnat,Şemseddin Sami,KAPRA YAYINCILIK,13/01/2021,Bu üründen 3719 adet satın alınmıştır,142.0,Karton Kapak,,5.0,69.0,36.0,1182,101.0,9.9,Kazanacağınız Puan: 14
870,Kahve Soğumadan Önce,Toshikazu Kawaguchi,EPSİLON YAYINEVİ,31/05/2021,Bu üründen 3125 adet satın alınmıştır,200.0,Karton Kapak,,5.0,76.0,46.0,3719,166.0,94.73,Kazanacağınız Puan: 94
871,Kayıp Tanrılar Ülkesi,Ahmet Ümit,YAPI KREDİ YAYINLARI,09/08/2023,Bu üründen 35358 adet satın alınmıştır,504.0,Karton Kapak,,5.0,1004.0,623.0,13569,,181.5,Kazanacağınız Puan: 98
872,Göktürk Kitabeleri (Cep Boy),Anonim,KARBON KİTAPLAR,14/06/2021,Bu üründen 1685 adet satın alınmıştır,184.0,Karton Kapak,,5.0,35.0,17.0,624,72.0,8.9,Kazanacağınız Puan: 8
873,Arafat’ta Bir Çocuk,Zülfü Livaneli,İNKILAP KİTABEVİ,21/06/2021,Bu üründen 1494 adet satın alınmıştır,136.0,Karton Kapak,,4.0,22.0,11.0,1372,57.0,55.99,Kazanacağınız Puan: 52
874,A’mak-ı Hayal,Şehbenderzade Filibeli Ahmed Hilmi,KAPRA YAYINCILIK,09/08/2021,Bu üründen 2104 adet satın alınmıştır,188.0,Karton Kapak,,5.0,42.0,23.0,644,55.0,19.04,Kazanacağınız Puan: 14
875,Kardeşimin Hikayesi,Zülfü Livaneli,İNKILAP KİTABEVİ,20/09/2021,Bu üründen 2195 adet satın alınmıştır,280.0,Karton Kapak,,5.0,57.0,45.0,2500,96.0,93.25,Kazanacağınız Puan: 82
876,Nikola Tesla’nın İlginç Yaşamı (Cep Boy) (Tam Metin),Nikola Tesla,KARBON KİTAPLAR,29/12/2021,Bu üründen 1114 adet satın alınmıştır,94.0,Karton Kapak,,5.0,18.0,11.0,464,34.0,8.9,Kazanacağınız Puan: 8
877,Lordlar ve Varisler / Hepimiz Gökyüzü Olmak İstedik (Karton Kapak),N. G. Kabal,MARTI YAYINLARI,02/08/2022,Bu üründen 1062 adet satın alınmıştır,672.0,Karton Kapak,,5.0,16.0,11.0,818,76.0,95.0,Kazanacağınız Puan: 108
878,Öğrenci Kız,Osamu Dazai,İTHAKİ YAYINLARI,17/08/2023,Bu üründen 3323 adet satın alınmıştır,64.0,Karton Kapak,,5.0,93.0,48.0,3013,138.0,28.8,Kazanacağınız Puan: 22
879,Denizler Altında Yirmi Bin Fersah,Jules Verne,MUNDİ,14/06/2022,Bu üründen 924 adet satın alınmıştır,144.0,Karton Kapak,,5.0,6.0,3.0,288,11.0,37.9,Kazanacağınız Puan: 26
880,"İnsancıklar (Ciltli, İplik Dikişli)",Fyodor Mihailoviç Dostoyevski,KAPRA YAYINCILIK,26/07/2022,Bu üründen 2769 adet satın alınmıştır,176.0,Ciltli,,5.0,39.0,24.0,2161,97.0,29.9,Kazanacağınız Puan: 40
881,"Yeraltından Notlar (Ciltli, İplik Dikişli)",Fyodor Mihailoviç Dostoyevski,KAPRA YAYINCILIK,26/07/2022,Bu üründen 2276 adet satın alınmıştır,136.0,Ciltli,,5.0,33.0,20.0,1813,62.0,29.9,Kazanacağınız Puan: 40
882,Küçük Yuvarlak Taşlar,Melisa Kesmez,İLETİŞİM YAYINLARI,08/08/2022,Bu üründen 3438 adet satın alınmıştır,84.0,Karton Kapak,,5.0,76.0,46.0,1320,86.0,50.51,Kazanacağınız Puan: 48
883,Surname  Bir Osmanlı Macerası,Prof. Dr. İskender Pala,KAPI YAYINLARI,11/11/2022,Bu üründen 7914 adet satın alınmıştır,408.0,Karton Kapak,,5.0,242.0,158.0,3966,504.0,107.28,Kazanacağınız Puan: 148
884,Devlet Ana,Kemal Tahir,KETEBE YAYINEVİ,08/12/2022,Bu üründen 2013 adet satın alınmıştır,656.0,Karton Kapak,,5.0,58.0,17.0,1363,86.0,65.34,Kazanacağınız Puan: 118
885,Pera Palas'ta Onbir Gece,Kayahan Demir,TİMAŞ GENÇ,10/01/2023,Bu üründen 1174 adet satın alınmıştır,160.0,Karton Kapak,,5.0,27.0,17.0,623,59.0,62.1,Kazanacağınız Puan: 78
886,Bir Kadın,Annie Ernaux,CAN YAYINLARI,05/04/2023,Bu üründen 1166 adet satın alınmıştır,64.0,Karton Kapak,,5.0,26.0,10.0,1016,33.0,48.18,Kazanacağınız Puan: 72
887,Seksen Günde Devrialem,Jules Verne,KAPRA YAYINCILIK,03/04/2023,Bu üründen 564 adet satın alınmıştır,264.0,Karton Kapak,,5.0,12.0,6.0,215,21.0,16.88,Kazanacağınız Puan: 20
888,Sona Kalan,Tess Gerritsen,DOĞAN KİTAP,05/05/2023,Bu üründen 580 adet satın alınmıştır,328.0,Karton Kapak,,5.0,15.0,10.0,812,49.0,99.84,Kazanacağınız Puan: 194
